scenario,day,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
18,3,4.462711,4.38883,4.318145,4.332965,4.2927747,4.1896534,4.2388573,4.25327,4.3772764,4.521496,4.569302,4.859155,4.8014545
18,4,4.453535,4.379717,4.3090024,4.323858,4.283839,4.181968,4.2397594,4.2569823,4.381393,4.519669,4.5583067,4.8285623,4.7723064
18,5,4.5160565,4.4460745,4.3789573,4.396448,4.361215,4.2684097,4.329658,4.3460197,4.465581,4.600845,4.6389337,4.908316,4.8523345
18,6,4.4671354,4.3976474,4.3310723,4.3474236,4.3107815,4.213444,4.2646813,4.278435,4.4003873,4.540931,4.589228,4.8680434,4.8216357
18,7,4.514607,4.442896,4.3740277,4.387224,4.347395,4.250395,4.3103848,4.3263407,4.451085,4.5904346,4.637515,4.9009986,4.876497
18,8,4.5292487,4.469972,4.413419,4.431898,4.3977523,4.286252,4.329667,4.35337,4.50159,4.6419826,4.695056,4.931225,4.9030385
18,9,4.480135,4.437073,4.396567,4.4228587,4.3976808,4.271932,4.2905474,4.320259,4.4917064,4.634704,4.698602,4.9158077,4.8768473
18,10,4.4494333,4.422835,4.398197,4.4333057,4.421586,4.303627,4.3143106,4.3445,4.517997,4.6538167,4.7202463,4.916426,4.8764186
19,1,4.4376884,4.3658895,4.297147,4.3128576,4.2746825,4.175485,4.2255774,4.2391844,4.361155,4.5040684,4.5528617,4.840728,4.787704
19,2,4.482119,4.4097314,4.3404293,4.3552756,4.315888,4.2144966,4.2622943,4.2750793,4.3974752,4.541226,4.591669,4.879815,4.8305044
19,3,4.5069327,4.4278035,4.3522205,4.3630347,4.3157983,4.1990814,4.2417417,4.2574863,4.3901567,4.540684,4.5925303,4.8865023,4.83156
19,4,4.4865656,4.410021,4.336792,4.348083,4.302945,4.191504,4.2337403,4.2459183,4.372482,4.5198884,4.573252,4.8626738,4.8196754
19,5,4.504785,4.429207,4.3567843,4.3692617,4.3264236,4.2215157,4.2689066,4.2794375,4.3985777,4.5404453,4.587805,4.871557,4.8266716
19,6,4.5120625,4.441467,4.3738227,4.388763,4.350056,4.248376,4.287012,4.292418,4.405393,4.545386,4.5970054,4.883844,4.840361
19,7,4.5300217,4.457945,4.3888583,4.403092,4.3631725,4.2605805,4.3029556,4.3098536,4.423741,4.562453,4.6103253,4.891757,4.8475394
19,8,4.5433526,4.474162,4.4077263,4.4237046,4.387155,4.2912016,4.3373775,4.3427663,4.450541,4.583377,4.626763,4.898663,4.8565297
19,9,4.534447,4.466684,4.401639,4.41861,4.3837323,4.2898173,4.3265233,4.3258367,4.426255,4.5607724,4.6104064,4.898778,4.8542213
19,10,4.545611,4.4762034,4.409534,4.425559,4.3893065,4.2950306,4.337476,4.338839,4.4404197,4.573011,4.6179476,4.8978467,4.854791
20,1,4.4552226,4.3815193,4.310989,4.325963,4.286245,4.1849823,4.236591,4.2520604,4.3769684,4.521793,4.5701795,4.860706,4.804312
20,2,4.497633,4.4262033,4.357771,4.374295,4.3372393,4.240547,4.296521,4.3119555,4.433233,4.5725355,4.615246,4.894503,4.837562
20,3,4.5340185,4.462975,4.394987,4.412183,4.3755035,4.276938,4.3276978,4.341734,4.462287,4.6027374,4.646983,4.9329233,4.869043
20,4,4.557237,4.485768,4.4172754,4.434152,4.3977427,4.302989,4.3542995,4.3650007,4.4788065,4.617502,4.661474,4.950101,4.890056
20,5,4.5888276,4.514692,4.443762,4.458977,4.419083,4.316104,4.3610635,4.371709,4.4895434,4.6322193,4.6788993,4.974099,4.910286
20,6,4.560364,4.4852314,4.4133234,4.4282594,4.3877335,4.2842174,4.3299103,4.3397803,4.455196,4.595801,4.638949,4.931521,4.8648124
20,7,4.5903435,4.5139284,4.4407606,4.45536,4.414391,4.3121095,4.3568664,4.3642406,4.474917,4.6152606,4.6580877,4.9569483,4.8878574
20,8,4.6016183,4.527559,4.4566436,4.4730115,4.434862,4.3364534,4.3780556,4.382563,4.488168,4.6274004,4.671587,4.9759235,4.9033895
20,9,4.654243,4.575066,4.499285,4.511785,4.4674144,4.359585,4.398863,4.403984,4.514371,4.657143,4.702611,5.0072794,4.940332
20,10,4.6663275,4.5902405,4.5174317,4.530835,4.4880967,4.379807,4.4155006,4.4199786,4.531391,4.6731114,4.7206774,5.0191197,4.9577074
21,1,4.4496193,4.3829136,4.318863,4.3392787,4.308868,4.2246614,4.2827663,4.2929997,4.399749,4.530618,4.5676208,4.8446507,4.781488
21,2,4.435034,4.3655906,4.2987885,4.3179255,4.2860837,4.204937,4.273049,4.284796,4.389217,4.516708,4.5466967,4.815438,4.754712
21,3,4.493842,4.4256334,4.3599367,4.3803153,4.3505635,4.273952,4.3464985,4.3578267,4.4577,4.580273,4.6045027,4.865667,4.8022833
21,4,4.497526,4.4299207,4.3648195,4.3853917,4.355784,4.2780094,4.350179,4.362223,4.4636903,4.5858293,4.609555,4.8670783,4.803775
21,5,4.486847,4.421849,4.359278,4.3806434,4.3524575,4.2743163,4.341593,4.352608,4.455146,4.57829,4.606527,4.8646264,4.8056965
21,6,4.499599,4.436661,4.375902,4.3982654,4.372411,4.300283,4.3799806,4.3940845,4.49535,4.61005,4.6278424,4.860325,4.807327
21,7,4.507093,4.4445505,4.3841205,4.4074244,4.382896,4.313992,4.4020777,4.4194036,4.521286,4.632169,4.642847,4.8645554,4.8074446
21,8,4.5552387,4.4883156,4.4236913,4.443545,4.41378,4.33801,4.4249854,4.4425025,4.5475883,4.6612883,4.67333,4.8952107,4.845329
21,9,4.5821342,4.515814,4.4517503,4.4714746,4.4419203,4.3664904,4.4474735,4.46071,4.561022,4.6750746,4.6908927,4.9190507,4.872853
21,10,4.62071,4.5541325,4.4898643,4.507969,4.4762406,4.3956113,4.470304,4.4825444,4.5864735,4.7040133,4.7263274,4.9560957,4.9202847
22,1,4.5284743,4.4565744,4.387676,4.4051185,4.369435,4.278069,4.345168,4.366252,4.4917517,4.631974,4.671745,4.951229,4.888851
22,2,4.571893,4.4949527,4.421353,4.433957,4.390648,4.2857556,4.3473086,4.3714976,4.5104074,4.660395,4.7095294,4.9943495,4.944915
22,3,4.4942565,4.423787,4.3559194,4.3717895,4.337594,4.2602997,4.343758,4.36634,4.489818,4.6280026,4.670833,4.936869,4.9110007
22,4,4.464953,4.4023924,4.3416796,4.365301,4.3449492,4.300498,4.4168086,4.4429407,4.549337,4.6679544,4.687589,4.9251404,4.8898325
22,5,4.330652,4.2519703,4.1759925,4.1895843,4.1519017,4.081921,4.203395,4.2398906,4.368829,4.499191,4.516735,4.7538238,4.719876
22,6,4.332998,4.2609057,4.19111,4.2092433,4.179342,4.122228,4.2477145,4.281608,4.4004416,4.522488,4.5350313,4.763541,4.7269897
22,7,4.366952,4.295448,4.2263193,4.243625,4.2122283,4.1487217,4.267801,4.302779,4.428852,4.5551944,4.574158,4.803518,4.772859
22,8,4.3279066,4.263789,4.201793,4.221355,4.1939225,4.129358,4.2415476,4.277076,4.4089513,4.534496,4.559589,4.775229,4.757433
22,9,4.3419,4.276471,4.213131,4.2333226,4.206971,4.1489635,4.2735353,4.312521,4.4431124,4.565949,4.5837,4.7957177,4.7716975
22,10,4.3283367,4.260579,4.1950045,4.21224,4.181531,4.115497,4.2343326,4.271114,4.4027405,4.52601,4.545284,4.7516694,4.738296
23,1,4.4237533,4.3503494,4.280094,4.294691,4.254552,4.15196,4.202695,4.217873,4.343208,4.4872465,4.535552,4.8214145,4.769032
23,2,4.4454207,4.3745832,4.306674,4.321033,4.2820435,4.1825757,4.2343593,4.2484016,4.372716,4.5147033,4.565477,4.841035,4.8064094
23,3,4.4512014,4.3831573,4.3179793,4.333041,4.294759,4.1905627,4.2325435,4.243362,4.366582,4.5065236,4.55861,4.82809,4.794974
23,4,4.4318194,4.366082,4.3030167,4.321666,4.2890153,4.1974134,4.245181,4.253419,4.364764,4.4992814,4.545236,4.820986,4.773559
23,5,4.361455,4.3025017,4.245981,4.268293,4.2413793,4.1534457,4.1894836,4.1919556,4.296843,4.4295917,4.481216,4.762177,4.7131476
23,6,4.394159,4.335089,4.278707,4.302076,4.274482,4.1776433,4.206854,4.2128143,4.326722,4.4637647,4.5163264,4.8036995,4.7360115
23,7,4.384355,4.327477,4.273218,4.298167,4.272886,4.177895,4.199894,4.2013535,4.3091965,4.445703,4.50097,4.7969093,4.7246656
23,8,4.3121467,4.24873,4.1881976,4.2093034,4.1777663,4.075909,4.1003137,4.1026783,4.212417,4.3506074,4.4027243,4.698939,4.62729
23,9,4.374516,4.314873,4.2579417,4.2810254,4.252788,4.154025,4.1744103,4.1739783,4.279577,4.4152613,4.468523,4.7631917,4.6922493
23,10,4.413054,4.3494062,4.2887144,4.3081017,4.2734933,4.1621833,4.189114,4.1979814,4.321114,4.45914,4.5086436,4.7816415,4.719076
24,1,4.4493423,4.37775,4.309141,4.323541,4.284124,4.1833444,4.2345853,4.248529,4.372292,4.5138254,4.5626597,4.8390183,4.798948
24,2,4.437506,4.366691,4.2988434,4.3138065,4.2752953,4.1756687,4.2247944,4.2377157,4.360413,4.5029755,4.554182,4.835895,4.7948318
24,3,4.4078608,4.3386183,4.2723274,4.2894373,4.2536173,4.1570354,4.2061167,4.2194037,4.340911,4.4834213,4.533916,4.821754,4.7695026
24,4,4.422939,4.35446,4.288845,4.307396,4.2740817,4.18431,4.236337,4.248257,4.3641195,4.5053663,4.5548024,4.8492546,4.792052
24,5,4.429369,4.367996,4.3090377,4.3343415,4.312001,4.2431736,4.3077536,4.3197236,4.423795,4.5559964,4.596707,4.888322,4.8165584
24,6,4.4474325,4.3925986,4.3400364,4.3678646,4.348833,4.275178,4.327819,4.3387556,4.4470067,4.578205,4.6233506,4.905624,4.8358665
24,7,4.4317875,4.3761535,4.322959,4.351473,4.3322444,4.2556047,4.3048496,4.316988,4.4282417,4.5629616,4.6095586,4.902938,4.819863
24,8,4.4578247,4.409885,4.3639264,4.396801,4.3858447,4.323475,4.3729987,4.3807044,4.48154,4.611007,4.659764,4.952214,4.874928
24,9,4.505938,4.448937,4.394633,4.4309464,4.4199414,4.358542,4.412873,4.4246683,4.52165,4.6575246,4.694202,5.03795,4.882522
24,10,4.509982,4.451182,4.395254,4.429624,4.4147325,4.3432484,4.4038424,4.4252806,4.539534,4.6771994,4.710207,5.0332932,4.8816695
25,1,4.3847723,4.305975,4.2308106,4.2409897,4.1928234,4.072706,4.111063,4.128651,4.2690024,4.426246,4.4871364,4.7896476,4.7404523
25,2,4.409235,4.326287,4.247191,4.2543573,4.201198,4.072836,4.1034756,4.1178107,4.257447,4.4177065,4.481446,4.791545,4.7441974
25,3,4.367038,4.2806287,4.1983485,4.203778,4.1468906,4.010779,4.0368605,4.0523734,4.1973834,4.3630486,4.429779,4.749998,4.696488
25,4,4.407333,4.3252244,4.2468367,4.255734,4.2055197,4.085282,4.1225524,4.1362624,4.2691298,4.425162,4.483356,4.792904,4.739247
25,5,4.4395127,4.354746,4.2737937,4.281554,4.2294555,4.108472,4.149214,4.163981,4.2971516,4.453556,4.5093546,4.819853,4.76413
25,6,4.438511,4.354954,4.2752213,4.2829237,4.23055,4.106164,4.149059,4.16887,4.311769,4.4696765,4.526351,4.8266835,4.7756443
25,7,4.390789,4.306202,4.2253304,4.232127,4.179347,4.0593004,4.1143885,4.137327,4.2804527,4.434367,4.4845634,4.769651,4.7272735
25,8,4.3574257,4.273954,4.194084,4.2004523,4.1482515,4.031357,4.084693,4.105188,4.245992,4.401349,4.457486,4.7466965,4.716709
25,9,4.383488,4.292676,4.205928,4.20816,4.1485567,4.020416,4.067834,4.0892315,4.2370343,4.402461,4.4653068,4.775256,4.741207
25,10,4.3940263,4.311322,4.2325463,4.240983,4.1892385,4.0633955,4.102499,4.124605,4.274301,4.439009,4.503601,4.8176584,4.76288
26,1,4.4842277,4.4089766,4.336817,4.351649,4.312342,4.2175794,4.280107,4.2965193,4.41665,4.557118,4.5980263,4.8821754,4.8255606
26,2,4.5376606,4.4628873,4.391214,4.4067698,4.368141,4.272995,4.332523,4.3473983,4.465192,4.604901,4.6451283,4.9319463,4.8695693
26,3,4.5470014,4.4702773,4.3964925,4.410897,4.3723235,4.2866774,4.3534904,4.3638897,4.469418,4.6051393,4.642475,4.931047,4.8783355
26,4,4.6262083,4.5553217,4.487079,4.506487,4.475426,4.400369,4.4713287,4.481148,4.579415,4.7078032,4.738283,5.020584,4.9551716
26,5,4.636904,4.5623074,4.4904795,4.507298,4.47238,4.3934464,4.4651637,4.4745884,4.572987,4.70204,4.7314215,5.012827,4.9517245
26,6,4.6512322,4.570609,4.49304,4.506417,4.46599,4.3812523,4.4468055,4.4524693,4.5482435,4.6828203,4.716866,5.0174465,4.955503
26,7,4.6657,4.587995,4.513162,4.528494,4.4916196,4.413306,4.478338,4.481138,4.5704894,4.7024527,4.7367725,5.0393353,4.9771514
26,8,4.6670623,4.592898,4.5216722,4.5371614,4.4998903,4.4107413,4.452757,4.450288,4.543309,4.6813445,4.729957,5.0435386,4.986429
26,9,4.6530633,4.580126,4.5101843,4.524998,4.4863706,4.389435,4.4192247,4.414229,4.510276,4.651218,4.7067337,5.022323,4.970556
26,10,4.646562,4.576532,4.509137,4.526851,4.493856,4.4121013,4.45701,4.45223,4.5379667,4.668811,4.7128253,5.013981,4.960723
27,1,4.4568605,4.383439,4.3131876,4.328588,4.2893314,4.188378,4.241075,4.2573986,4.382964,4.5273433,4.574522,4.8637376,4.804857
27,2,4.420948,4.3545713,4.2909017,4.311762,4.282196,4.2010007,4.27133,4.292354,4.414754,4.552535,4.5936174,4.8716407,4.8111835
27,3,4.4063964,4.3482566,4.2924986,4.3183374,4.296254,4.220948,4.2908535,4.3128858,4.435024,4.567107,4.60567,4.8699436,4.8050723
27,4,4.398675,4.335923,4.2757325,4.297928,4.270836,4.1914377,4.2631936,4.2867775,4.413882,4.551428,4.5945616,4.8642416,4.8104453
27,5,4.3875904,4.322805,4.260569,4.2812123,4.2526326,4.1756554,4.253097,4.2772446,4.4036207,4.5414014,4.584223,4.852963,4.8072844
27,6,4.425757,4.365719,4.3081455,4.331281,4.3058314,4.226346,4.2910423,4.311313,4.435766,4.5728817,4.619732,4.8908696,4.840136
27,7,4.3101087,4.250937,4.1943555,4.219717,4.196186,4.1157823,4.173671,4.1931,4.317162,4.4574356,4.506741,4.7950444,4.725
27,8,4.3370914,4.287599,4.2405,4.271891,4.256204,4.1759033,4.22463,4.2460303,4.3759747,4.5151653,4.5673857,4.850473,4.767541
27,9,4.295429,4.256275,4.2188168,4.254922,4.2498493,4.1905823,4.233091,4.242112,4.350588,4.483831,4.545683,4.837069,4.773936
27,10,4.311842,4.279771,4.2492027,4.288466,4.2879057,4.227333,4.2643566,4.27545,4.390492,4.5224814,4.5872293,4.866046,4.8051333
28,1,4.399106,4.3310056,4.2664285,4.28182,4.239232,4.1080017,4.138257,4.1658,4.3285613,4.4848275,4.545882,4.8180127,4.760737
28,2,4.368968,4.297885,4.2304153,4.243613,4.198021,4.0643024,4.087865,4.109574,4.265578,4.423154,4.487413,4.7702637,4.7169714
28,3,4.479044,4.4023566,4.329459,4.340489,4.2917075,4.1598988,4.1903977,4.2128115,4.3667016,4.5268683,4.5894237,4.884076,4.8270793
28,4,4.360931,4.2899675,4.222641,4.2368226,4.1919866,4.0587993,4.09572,4.126965,4.293443,4.449347,4.505318,4.7715936,4.711422
28,5,4.4147344,4.354599,4.29726,4.3195767,4.290327,4.191407,4.2344427,4.2532105,4.3867865,4.52935,4.5825524,4.85862,4.7976313
28,6,4.412511,4.3410525,4.2727666,4.288243,4.248848,4.143217,4.19647,4.2180767,4.354914,4.5010567,4.5500793,4.827342,4.774415
28,7,4.3873053,4.3125687,4.2412653,4.254262,4.210485,4.0959578,4.138479,4.157702,4.2973566,4.4504585,4.507582,4.8007274,4.748334
28,8,4.5134974,4.4447293,4.3789973,4.397103,4.36166,4.2620173,4.312731,4.3303766,4.4584675,4.601367,4.648948,4.9321604,4.8702755
28,9,4.6564236,4.594345,4.5347853,4.5591474,4.534222,4.4560637,4.522318,4.5393004,4.652564,4.782155,4.815859,5.085695,5.0123644
28,10,4.652865,4.5902987,4.5303,4.5538483,4.5273395,4.44507,4.519622,4.544435,4.66955,4.798924,4.8282933,5.0796223,5.0101185
29,1,4.5289826,4.4584703,4.390743,4.4078927,4.3725014,4.2808948,4.335602,4.343442,4.44906,4.579182,4.61457,4.8862686,4.830042
29,2,4.525096,4.4548993,4.3873177,4.403847,4.3683095,4.2780833,4.3327036,4.335597,4.4315786,4.5538363,4.582781,4.8399196,4.791357
29,3,4.577153,4.5101395,4.4455996,4.464155,4.4324856,4.349546,4.401214,4.401528,4.4936786,4.6185746,4.6551056,4.9270554,4.8799796
29,4,4.6431947,4.584126,4.527111,4.551614,4.530019,4.46365,4.506837,4.496422,4.568332,4.6886945,4.729832,5.02149,4.9659805
29,5,4.6599474,4.5965567,4.5353913,4.5570736,4.530982,4.459601,4.510214,4.504863,4.5842457,4.705861,4.7432075,5.026018,4.9743466
29,6,4.6673007,4.6014996,4.538003,4.558548,4.530585,4.458229,4.51465,4.512061,4.593975,4.7153454,4.748943,5.027322,4.974963
29,7,4.706645,4.646483,4.588607,4.6097035,4.581629,4.4951615,4.539464,4.5410123,4.6395807,4.762559,4.8017845,5.0577893,5.015792
29,8,4.743648,4.6825976,4.6240826,4.6457524,4.6163163,4.5204597,4.5557413,4.5577006,4.6602387,4.78531,4.823582,5.0855165,5.024704
29,9,4.6637473,4.6032195,4.545309,4.566563,4.536164,4.4350863,4.460998,4.461262,4.566473,4.6955967,4.7408195,5.0104804,4.951497
29,10,4.62235,4.5627,4.505702,4.5279665,4.4982,4.394128,4.411507,4.4079747,4.508871,4.636625,4.6812754,4.955171,4.8865156
30,1,4.466602,4.3939047,4.3242598,4.339503,4.300984,4.203707,4.256781,4.2706833,4.3919344,4.535135,4.5838037,4.873021,4.822156
30,2,4.4876065,4.425241,4.365223,4.38799,4.3624043,4.2883697,4.3586073,4.3731456,4.481397,4.608081,4.641695,4.9034543,4.8481116
30,3,4.4449873,4.3838816,4.3250937,4.348387,4.323803,4.250833,4.3197684,4.3346243,4.4445124,4.57324,4.6106772,4.8764343,4.82317
30,4,4.4292383,4.3681827,4.309376,4.3347964,4.313172,4.2482405,4.326818,4.343125,4.44773,4.5719843,4.600708,4.865684,4.798506
30,5,4.4991217,4.4417334,4.3863416,4.4151683,4.39906,4.3446183,4.4326453,4.4505115,4.550405,4.6682634,4.6894646,4.945367,4.871439
30,6,4.542878,4.480437,4.4201303,4.445785,4.42532,4.3693705,4.4612317,4.4788184,4.5777297,4.6972785,4.7179155,4.9773726,4.9092975
30,7,4.5519633,4.4879346,4.4263024,4.4488335,4.422886,4.3515363,4.4332724,4.454074,4.568373,4.6961536,4.726338,4.9845505,4.9273095
30,8,4.5067716,4.432908,4.361585,4.3795004,4.3483214,4.2861524,4.3810916,4.3983507,4.50004,4.629917,4.6583076,4.9380097,4.886767
30,9,4.475923,4.4074545,4.3415112,4.363657,4.3373485,4.2739058,4.35894,4.3763485,4.480927,4.61249,4.6445475,4.9323883,4.86374
30,10,4.4650083,4.405615,4.348316,4.3765354,4.359931,4.308992,4.3970175,4.4143386,4.513832,4.638481,4.667495,4.945928,4.8717017
31,1,4.4637966,4.3974094,4.333862,4.353783,4.3218484,4.230597,4.2910986,4.311624,4.439233,4.579047,4.6230593,4.898603,4.838323
31,2,4.4400034,4.3738446,4.310532,4.33106,4.30018,4.212031,4.2750764,4.297286,4.426688,4.569175,4.615794,4.8986697,4.836734
31,3,4.4422035,4.371462,4.3037643,4.320657,4.284068,4.187318,4.2459598,4.2662687,4.396338,4.5404687,4.5876575,4.8703866,4.8144155
31,4,4.456394,4.387671,4.321998,4.3396883,4.3037405,4.203629,4.2654424,4.292251,4.433607,4.5785704,4.6249228,4.8949666,4.839296
31,5,4.5157323,4.443106,4.373899,4.390631,4.3512354,4.242344,4.300279,4.330288,4.479394,4.630787,4.6784954,4.9621844,4.8897448
31,6,4.4991217,4.431076,4.3663125,4.386241,4.351991,4.249184,4.291246,4.3115234,4.448466,4.6025634,4.661702,4.9740367,4.8953524
31,7,4.493458,4.4200954,4.3504057,4.36551,4.3230486,4.203739,4.239914,4.264366,4.416554,4.579378,4.6450806,4.957833,4.887988
31,8,4.4986024,4.4419827,4.388303,4.4088707,4.377308,4.264876,4.2817216,4.298172,4.4468384,4.606226,4.6891136,4.988414,4.9505796
31,9,4.520874,4.4708304,4.4234533,4.447105,4.4202433,4.3096056,4.333248,4.356397,4.5137954,4.6673875,4.744547,5.0139027,4.9802346
31,10,4.508812,4.456278,4.4063735,4.429998,4.4042716,4.3049335,4.330251,4.3467083,4.489211,4.644167,4.724482,5.0207086,4.9839478
32,1,4.420121,4.3446426,4.2724223,4.2852125,4.2423115,4.135618,4.186009,4.202398,4.331733,4.4783154,4.5284605,4.8143506,4.766677
32,2,4.4429173,4.373799,4.3076563,4.32527,4.2900453,4.194027,4.236742,4.2460356,4.3624873,4.506336,4.560148,4.860695,4.8035946
32,3,4.4724708,4.400416,4.3313613,4.3477535,4.310923,4.216669,4.2629037,4.2699676,4.379843,4.520865,4.5697227,4.870278,4.8120236
32,4,4.4614396,4.398261,4.337807,4.3586283,4.3280854,4.233681,4.272137,4.2793007,4.391993,4.5288253,4.5785623,4.863926,4.8043237
32,5,4.5148845,4.4546137,4.3968706,4.4198523,4.3930464,4.3054595,4.347253,4.3534727,4.461041,4.5934925,4.63989,4.920504,4.8592124
32,6,4.5165143,4.4569287,4.3998256,4.422448,4.395621,4.307796,4.3415256,4.342347,4.444398,4.5775666,4.629186,4.917425,4.8618093
32,7,4.5992894,4.5476985,4.498065,4.5261564,4.5091166,4.43904,4.4770484,4.473068,4.560116,4.683637,4.730979,5.0135403,4.956796
32,8,4.559878,4.504222,4.450549,4.479717,4.4640374,4.4052978,4.458469,4.45476,4.530387,4.6487794,4.683037,4.973278,4.895626
32,9,4.594709,4.5511055,4.5092945,4.5436363,4.533943,4.4637012,4.5011516,4.5022287,4.5947065,4.7111926,4.7490077,5.0114417,4.931281
32,10,4.5876384,4.5421505,4.4987226,4.531881,4.5187664,4.4370728,4.4678416,4.4714923,4.5730405,4.6935854,4.7328672,4.996135,4.908827
33,1,4.4749684,4.397384,4.3231306,4.334512,4.288501,4.1732965,4.212129,4.2200375,4.3379345,4.477286,4.519766,4.797993,4.744007
33,2,4.456383,4.377339,4.3017836,4.3120184,4.263382,4.1400933,4.1669874,4.1704693,4.286329,4.4272246,4.472396,4.7577577,4.699775
33,3,4.4748797,4.3996196,4.32771,4.3417196,4.298347,4.1814895,4.205857,4.2065563,4.3150835,4.452853,4.4961095,4.788111,4.715602
33,4,4.4888854,4.420733,4.3555913,4.374241,4.338622,4.2327414,4.2557817,4.2537446,4.355368,4.489642,4.5347795,4.8289566,4.7538543
33,5,4.583416,4.51566,4.450831,4.468437,4.43212,4.3262773,4.351032,4.349348,4.452415,4.5860686,4.6323733,4.9183397,4.8559585
33,6,4.5740614,4.5052505,4.439327,4.4568124,4.420813,4.3198104,4.353447,4.3540554,4.456683,4.5892344,4.6322083,4.915735,4.854297
33,7,4.57859,4.5129046,4.4498816,4.4686313,4.4358096,4.3420067,4.37871,4.378697,4.4787626,4.6098137,4.65489,4.9357705,4.883472
33,8,4.6147666,4.542472,4.4730744,4.49,4.4542575,4.364288,4.409528,4.410607,4.5076833,4.6427913,4.6861916,4.987183,4.9246087
33,9,4.609764,4.535323,4.4640274,4.479336,4.4400897,4.3407736,4.3819127,4.3865724,4.4941835,4.635333,4.6829166,4.9875975,4.9232774
33,10,4.632675,4.561472,4.493491,4.5105786,4.4728556,4.3678493,4.399071,4.405335,4.521078,4.667153,4.72186,5.0331216,4.962086
34,1,4.3819847,4.302682,4.2269635,4.2379475,4.191168,4.0771255,4.1279397,4.150187,4.291902,4.4470963,4.5017924,4.798586,4.7452507
34,2,4.4066215,4.3255854,4.248362,4.257047,4.2059903,4.07996,4.11852,4.139709,4.2880692,4.4492593,4.511688,4.814772,4.7652116
34,3,4.432274,4.3579717,4.287259,4.299467,4.253847,4.130915,4.165322,4.186932,4.33741,4.497601,4.5636597,4.86226,4.813178
34,4,4.4522023,4.384671,4.3203235,4.3373227,4.299932,4.191216,4.233397,4.255198,4.399144,4.552332,4.613826,4.9034934,4.8520994
34,5,4.4500737,4.381441,4.3159738,4.3322244,4.2941246,4.1867337,4.229739,4.24961,4.389597,4.541555,4.602054,4.8921313,4.843636
34,6,4.4539146,4.3874397,4.3240504,4.3414373,4.30514,4.199091,4.241288,4.2613535,4.4018416,4.553253,4.614619,4.902759,4.8546634
34,7,4.463794,4.389049,4.317471,4.331114,4.2907186,4.193924,4.2540727,4.274382,4.4067245,4.557885,4.613428,4.910108,4.8677006
34,8,4.4204817,4.3546824,4.291694,4.312182,4.282352,4.1991634,4.2518144,4.265935,4.3859253,4.5340977,4.5937386,4.906218,4.8495502
34,9,4.452325,4.379105,4.309242,4.325501,4.2866244,4.183979,4.242831,4.2700143,4.413972,4.5679293,4.621233,4.918485,4.853211
34,10,4.484615,4.4192643,4.3569646,4.3771024,4.3444085,4.2456727,4.3027105,4.33114,4.4775333,4.627919,4.6822634,4.9658093,4.903858
35,1,4.4317493,4.361117,4.293496,4.310973,4.275881,4.1850247,4.244883,4.2640786,4.3911943,4.5381465,4.5898113,4.8865714,4.83054
35,2,4.64204,4.5568633,4.4753656,4.481089,4.4255776,4.293059,4.304868,4.2958446,4.396687,4.535562,4.5806575,4.875237,4.82126
35,3,4.7001767,4.6187,4.540907,4.5512877,4.5012493,4.3723545,4.3784943,4.368572,4.4664965,4.605999,4.651397,4.96209,4.8821573
35,4,4.70446,4.6265492,4.55212,4.5636315,4.516193,4.391162,4.4037933,4.3980265,4.5013704,4.639312,4.684699,4.9809194,4.9116635
35,5,4.5995703,4.525034,4.454115,4.467627,4.421852,4.289967,4.280627,4.2700753,4.375268,4.5213842,4.5811777,4.903704,4.823775
35,6,4.6042604,4.525904,4.4512787,4.462699,4.4137383,4.280129,4.276493,4.267739,4.374072,4.520024,4.575894,4.895085,4.8162885
35,7,4.5744543,4.4865246,4.402621,4.4103284,4.3554673,4.22266,4.232761,4.2264175,4.3299646,4.4765396,4.5234494,4.849919,4.7626777
35,8,4.5413337,4.456667,4.3758307,4.3853655,4.3339915,4.2075434,4.223279,4.21897,4.3230596,4.467531,4.5136275,4.8331456,4.749762
35,9,4.5135336,4.424947,4.340538,4.3465953,4.289128,4.1493583,4.1513968,4.145659,4.2571745,4.4114876,4.468981,4.8053327,4.725738
35,10,4.4797053,4.3948073,4.3138933,4.3227015,4.2701125,4.1392345,4.13713,4.126226,4.2283616,4.382177,4.444247,4.794619,4.7123675
36,1,4.3877506,4.3226204,4.260176,4.28172,4.2527475,4.169107,4.2305145,4.2466755,4.363464,4.499117,4.5402746,4.8201303,4.7554083
36,2,4.414595,4.343905,4.2759924,4.296108,4.2657228,4.191013,4.261954,4.2762833,4.3837676,4.520978,4.560287,4.860037,4.7901697
36,3,4.3356466,4.2677097,4.2026925,4.2220078,4.189517,4.1003103,4.1564693,4.1737475,4.2978673,4.443038,4.494769,4.7920775,4.7316976
36,4,4.312358,4.2500544,4.190454,4.214267,4.1882296,4.105717,4.1591496,4.1741047,4.291835,4.432432,4.4817867,4.7795153,4.706719
36,5,4.33951,4.2699013,4.2035503,4.22505,4.1929483,4.098464,4.142465,4.1571474,4.278663,4.428358,4.480903,4.8071218,4.71084
36,6,4.3637547,4.299141,4.237496,4.261641,4.2338347,4.1435704,4.193253,4.2098227,4.330527,4.4716163,4.5157404,4.8167586,4.722243
